name,genre,released,score,star,country,budget,gross,star2,star3
Shame,Drama,"January 13, 2012 (United Kingdom)",7.2,Michael Fassbender,United Kingdom,6500000,19123767,Tom Hanks,Lupita Nyong'o
Mission: Impossible - Ghost Protocol,Action,"December 21, 2011 (United States)",7.4,Tom Cruise,United States,145000000,694713380,Robert De Niro,Javier Bardem
Super 8,Mystery,"June 10, 2011 (United States)",7.0,Elle Fanning,United States,50000000,260095986,Marion Cotillard,Angelina Jolie
We Need to Talk About Kevin,Drama,"October 21, 2011 (United Kingdom)",7.5,Tilda Swinton,United Kingdom,7000000,9232318,Emily Blunt,Scarlett Johansson
Limitless,Sci-Fi,"March 18, 2011 (United States)",7.4,Bradley Cooper,United States,27000000,161849455,Robert De Niro,Saoirse Ronan
Unknown,Action,"February 18, 2011 (United States)",6.8,Liam Neeson,United Kingdom,30000000,135710029,Tom Cruise,Cate Blanchett
Transformers: Dark of the Moon,Action,"June 29, 2011 (United States)",6.2,Shia LaBeouf,United States,195000000,1123794079,Emily Blunt,Charlize Theron
Cowboys & Aliens,Action,"July 29, 2011 (United States)",6.0,Daniel Craig,United States,163000000,174822325,Chris Evans,Rachel McAdams
The Twilight Saga: Breaking Dawn - Part 1,Adventure,"November 18, 2011 (United States)",4.9,Kristen Stewart,United States,110000000,712205856,Octavia Spencer,Amy Adams
Conan the Barbarian,Action,"August 19, 2011 (United States)",5.2,Jason Momoa,United States,90000000,63523283,Joaquin Phoenix,Kate Winslet
Cars 2,Animation,"June 24, 2011 (United States)",6.1,Owen Wilson,United States,200000000,559852396,Scarlett Johansson,Meryl Streep
Rango,Animation,"March 4, 2011 (United States)",7.2,Johnny Depp,United States,135000000,245724603,Octavia Spencer,Jennifer Lawrence
Melancholia,Drama,"May 26, 2011 (Denmark)",7.2,Kirsten Dunst,Denmark,7400000,17039814,Robert De Niro,Amy Adams
Source Code,Action,"April 1, 2011 (United States)",7.5,Jake Gyllenhaal,United States,32000000,147332697,Robert De Niro,Nicole Kidman
Real Steel,Action,"October 7, 2011 (United States)",7.0,Hugh Jackman,United States,110000000,299268508,Benedict Cumberbatch,Jennifer Aniston
Horrible Bosses,Comedy,"July 8, 2011 (United States)",6.8,Jason Bateman,United States,35000000,209838559,Tom Hanks,Natalie Portman
Rio,Animation,"April 15, 2011 (United States)",6.9,Jesse Eisenberg,United States,90000000,483866518,Hugh Jackman,Ryan Gosling
Sherlock Holmes: A Game of Shadows,Action,"December 16, 2011 (United States)",7.5,Robert Downey Jr.,United States,125000000,543848418,Charlize Theron,Jennifer Lawrence
The Three Musketeers,Action,"October 21, 2011 (United States)",5.7,Logan Lerman,United States,75000000,132274484,Jennifer Lawrence,Jennifer Lawrence
Tower Heist,Action,"November 4, 2011 (United States)",6.2,Eddie Murphy,United States,75000000,152930623,Leonardo DiCaprio,Samuel L. Jackson
Paul,Adventure,"March 18, 2011 (United States)",7.0,Simon Pegg,United States,40000000,97984015,Colin Firth,Sandra Bullock
We Bought a Zoo,Comedy,"December 23, 2011 (United States)",7.1,Matt Damon,United States,50000000,120081841,Benedict Cumberbatch,Colin Firth
Rise of the Planet of the Apes,Action,"August 5, 2011 (United States)",7.5,James Franco,United States,93000000,481800873,Hugh Jackman,Will Smith
Your Highness,Adventure,"April 8, 2011 (United States)",5.5,Danny McBride,United States,49900000,28013733,Tilda Swinton,Tilda Swinton
The Lincoln Lawyer,Crime,"March 18, 2011 (United States)",7.3,Matthew McConaughey,United States,40000000,86752352,Hugh Jackman,Julia Roberts
Colombiana,Action,"August 26, 2011 (United States)",6.4,Zoe Saldana,France,40000000,71508440,Leonardo DiCaprio,Viola Davis
Larry Crowne,Comedy,"July 1, 2011 (United States)",6.1,Tom Hanks,United States,30000000,75055070,Leonardo DiCaprio,Chris Evans
Abduction,Action,"September 23, 2011 (United States)",5.1,Taylor Lautner,United States,35000000,82087155,Natalie Portman,Brad Pitt
A Separation,Drama,"March 16, 2011 (Iran)",8.3,Payman Maadi,Iran,500000,22926076,Johnny Depp,Chris Evans
Hugo,Drama,"November 23, 2011 (United States)",7.5,Asa Butterfield,United Kingdom,150000000,185770310,Amy Adams,Jake Gyllenhaal
The Adjustment Bureau,Romance,"March 4, 2011 (United States)",7.0,Matt Damon,United States,50200000,127869379,Robert De Niro,Chris Evans
The Tree of Life,Drama,"May 17, 2011 (France)",6.8,Brad Pitt,United States,32000000,58409247,Sandra Bullock,Joaquin Phoenix
Killer Joe,Crime,"June 29, 2012 (United Kingdom)",6.7,Matthew McConaughey,United States,11000000,4633668,Meryl Streep,Chris Evans
Kill the Irishman,Biography,"May 11, 2012 (Mexico)",7.1,Ray Stevenson,United States,12000000,1188194,Natalie Portman,Samuel L. Jackson
War Horse,Action,"December 25, 2011 (United States)",7.2,Jeremy Irvine,United States,66000000,177584879,George Clooney,Chris Evans
The Change-Up,Comedy,"August 5, 2011 (United States)",6.3,Jason Bateman,United States,52000000,75450437,Cate Blanchett,Morgan Freeman
The Raid: Redemption,Action,"April 13, 2012 (United States)",7.6,Iko Uwais,Indonesia,1100000,9148519,Viola Davis,Angelina Jolie
Margin Call,Drama,"September 29, 2011 (Germany)",7.1,Zachary Quinto,United States,3500000,19504039,Cate Blanchett,Benedict Cumberbatch
Hanna,Action,"April 8, 2011 (United States)",6.8,Saoirse Ronan,United States,30000000,63782078,Rachel McAdams,Jennifer Aniston
50/50,Comedy,"September 30, 2011 (United States)",7.6,Joseph Gordon-Levitt,United States,8000000,41097853,Reese Witherspoon,Christian Bale
The Descendants,Comedy,"December 9, 2011 (United States)",7.3,George Clooney,United States,20000000,177243185,Emma Stone,Jake Gyllenhaal
The Adventures of Tintin,Animation,"December 21, 2011 (United States)",7.3,Jamie Bell,United States,135000000,373993951,Jennifer Lawrence,Charlize Theron
The Darkest Hour,Action,"December 25, 2011 (United States)",4.9,Emile Hirsch,United States,30000000,64626786,Tilda Swinton,Johnny Depp
Final Destination 5,Action,"August 12, 2011 (United States)",5.8,Nicholas D'Agosto,United States,40000000,157887643,George Clooney,Will Smith
I Am Number Four,Action,"February 18, 2011 (United States)",6.1,Alex Pettyfer,United States,60000000,149878437,Matt Damon,Lupita Nyong'o
Footloose,Comedy,"October 14, 2011 (United States)",5.9,Kenny Wormald,United States,24000000,63543328,Samuel L. Jackson,Benedict Cumberbatch
You're Next,Horror,"August 23, 2013 (United States)",6.6,Sharni Vinson,United States,1000000,26895481,Mark Ruffalo,Lupita Nyong'o
The Thing,Horror,"October 14, 2011 (United States)",6.2,Mary Elizabeth Winstead,Canada,38000000,31505287,Kate Winslet,Kate Winslet
Drive Angry,Action,"February 25, 2011 (United States)",5.4,Nicolas Cage,United States,50000000,40909909,Natalie Portman,Tom Hanks
Jack and Jill,Comedy,"November 11, 2011 (United States)",3.3,Adam Sandler,United States,79000000,149673788,Leonardo DiCaprio,Kate Winslet
Zookeeper,Comedy,"July 8, 2011 (United States)",5.2,Kevin James,United States,80000000,169852759,Benedict Cumberbatch,Emily Blunt
The Hangover Part II,Comedy,"May 26, 2011 (United States)",6.4,Bradley Cooper,United States,80000000,586764305,Samuel L. Jackson,Michael Fassbender
Hall Pass,Comedy,"February 25, 2011 (United States)",5.8,Owen Wilson,United States,36000000,86157237,Emily Blunt,Tom Cruise
The Best Exotic Marigold Hotel,Comedy,"May 25, 2012 (United States)",7.3,Judi Dench,United Kingdom,10000000,136836272,Charlize Theron,Will Smith
The Grey,Action,"January 27, 2012 (United States)",6.8,Liam Neeson,United States,25000000,79781695,Jake Gyllenhaal,Marion Cotillard
The Sitter,Comedy,"December 9, 2011 (United States)",5.7,Jonah Hill,United States,25000000,34942188,Michael Fassbender,Tom Cruise
Take Me Home Tonight,Comedy,"March 4, 2011 (United States)",6.3,Topher Grace,United States,23000000,7550073,Javier Bardem,Tom Hanks
The Mechanic,Action,"January 28, 2011 (United States)",6.6,Jason Statham,United States,40000000,76130093,Leonardo DiCaprio,Johnny Depp
Ghost Rider: Spirit of Vengeance,Action,"February 17, 2012 (United States)",4.3,Nicolas Cage,United States,57000000,132563930,George Clooney,Joaquin Phoenix
Battle Los Angeles,Action,"March 11, 2011 (United States)",5.7,Aaron Eckhart,United States,70000000,211819354,Denzel Washington,Chris Evans
The Green Hornet,Action,"January 14, 2011 (United States)",5.8,Seth Rogen,United States,120000000,227817248,Christian Bale,Hugh Jackman
Killer Elite,Action,"September 23, 2011 (United States)",6.4,Jason Statham,United Kingdom,70000000,57084522,Matt Damon,Saoirse Ronan
Shark Night,Horror,"September 2, 2011 (United States)",4.0,Sara Paxton,United States,25000000,41363927,Anne Hathaway,Octavia Spencer
J. Edgar,Biography,"November 11, 2011 (United States)",6.5,Leonardo DiCaprio,United States,35000000,84920539,Julia Roberts,Johnny Depp
Dream House,Drama,"September 30, 2011 (United States)",6.0,Daniel Craig,United States,50000000,39984400,Viola Davis,Matt Damon
Haywire,Action,"January 20, 2012 (United States)",5.8,Gina Carano,Ireland,23000000,34513760,Julia Roberts,Helen Mirren
The Muppets,Adventure,"November 23, 2011 (United States)",7.1,Amy Adams,United States,45000000,165184237,Kate Winslet,Marion Cotillard
The Smurfs,Animation,"July 29, 2011 (United States)",5.4,Hank Azaria,United States,110000000,563749323,Robert De Niro,Will Smith
The Ides of March,Drama,"October 7, 2011 (United States)",7.1,Paul Giamatti,United States,12500000,76338111,Sandra Bullock,Morgan Freeman
Fright Night,Comedy,"August 19, 2011 (United States)",6.4,Anton Yelchin,United States,30000000,41002607,Colin Firth,Saoirse Ronan
Soul Surfer,Biography,"April 8, 2011 (United States)",7.0,AnnaSophia Robb,United States,18000000,47120948,Saoirse Ronan,Morgan Freeman
The Artist,Comedy,"January 20, 2012 (United States)",7.9,Jean Dujardin,France,15000000,133432856,Emma Stone,Javier Bardem
Water for Elephants,Drama,"April 22, 2011 (United States)",6.9,Robert Pattinson,United States,38000000,117094902,Ryan Gosling,Saoirse Ronan
The Snowtown Murders,Biography,"May 19, 2011 (Australia)",6.6,Lucas Pittaway,Australia,2000000,1349387,Angelina Jolie,Johnny Depp
Something Borrowed,Comedy,"May 6, 2011 (United States)",5.9,Ginnifer Goodwin,United States,35000000,65100369,Saoirse Ronan,Julia Roberts
Priest,Action,"May 13, 2011 (United States)",5.7,Paul Bettany,United States,60000000,78309505,Saoirse Ronan,Brad Pitt
Johnny English Reborn,Action,"October 21, 2011 (United States)",6.3,Rowan Atkinson,United Kingdom,45000000,160078586,Morgan Freeman,Robert De Niro
Bucky Larson: Born to Be a Star,Comedy,"September 9, 2011 (United States)",3.2,Nick Swardson,United States,10000000,2530394,Brad Pitt,Tom Hanks
Diary of a Wimpy Kid: Rodrick Rules,Animation,"March 25, 2011 (United States)",6.5,Zachary Gordon,United States,21000000,72526996,Charlize Theron,Lupita Nyong'o
Carnage,Comedy,"November 18, 2011 (Spain)",7.2,Jodie Foster,France,25000000,30722632,Viola Davis,Robert De Niro
Attack the Block,Action,"May 13, 2011 (United Kingdom)",6.7,John Boyega,United Kingdom,13000000,6206022,Emma Stone,Charlize Theron
The Guard,Comedy,"July 7, 2011 (Ireland)",7.3,Brendan Gleeson,Ireland,6000000,19561904,Ryan Gosling,Natalie Portman
Young Adult,Comedy,"December 16, 2011 (United States)",6.3,Charlize Theron,United States,12000000,22939027,Emily Blunt,Amy Adams
The Devil's Double,Biography,"September 8, 2011 (Netherlands)",7.1,Dominic Cooper,Belgium,19100000,5728213,Anne Hathaway,Joaquin Phoenix
Another Earth,Drama,"October 12, 2011 (France)",6.9,Brit Marling,United States,100000,1938783,Meryl Streep,Viola Davis
Like Crazy,Drama,"January 27, 2012 (United Kingdom)",6.7,Felicity Jones,United States,250000,3852409,Michael Fassbender,Ryan Gosling
What's Your Number?,Comedy,"September 30, 2011 (United States)",6.1,Anna Faris,United States,20000000,30426096,Robert De Niro,Will Smith
Gnomeo & Juliet,Animation,"February 11, 2011 (United States)",5.9,James McAvoy,United Kingdom,36000000,193967670,Tom Hanks,Matt Damon
Puss in Boots,Animation,"October 28, 2011 (United States)",6.6,Antonio Banderas,United States,130000000,554987477,Joaquin Phoenix,Samuel L. Jackson
Beastly,Drama,"March 4, 2011 (United States)",5.6,Alex Pettyfer,United States,17000000,43202283,Idris Elba,Johnny Depp
Bernie,Biography,"June 22, 2012 (Iceland)",6.8,Jack Black,United States,5000000,10173061,Christian Bale,Charlize Theron
Season of the Witch,Action,"January 7, 2011 (United States)",5.4,Nicolas Cage,United States,40000000,91627228,Will Smith,Tilda Swinton
Silent House,Drama,"March 9, 2012 (United States)",5.3,Elizabeth Olsen,United States,2000000,16527747,Leonardo DiCaprio,Javier Bardem
Winnie the Pooh,Animation,"July 15, 2011 (United States)",7.2,Jim Cummings,United States,30000000,49871429,Benedict Cumberbatch,Nicole Kidman
Hobo with a Shotgun,Action,"May 12, 2011 (Netherlands)",6.1,Rutger Hauer,Canada,3000000,748453,Viola Davis,Emma Stone
The Eagle,Action,"February 11, 2011 (United States)",6.2,Channing Tatum,United Kingdom,25000000,37989684,George Clooney,Matt Damon
The Rum Diary,Comedy,"October 28, 2011 (United States)",6.2,Johnny Depp,United States,45000000,30134958,Denzel Washington,Charlize Theron
Spy Kids 4-D: All the Time in the World,Animation,"August 19, 2011 (United States)",3.5,Jessica Alba,United States,27000000,85564310,Ryan Gosling,Brad Pitt
The Divide,Drama,"April 20, 2012 (United Kingdom)",5.8,Lauren German,United States,3000000,145676,Benedict Cumberbatch,Rachel McAdams
Red Riding Hood,Fantasy,"March 11, 2011 (United States)",5.5,Amanda Seyfried,United States,42000000,90260376,Viola Davis,Jennifer Aniston
The Roommate,Drama,"February 4, 2011 (United States)",4.8,Minka Kelly,United States,16000000,40492652,Viola Davis,Joaquin Phoenix
Monte Carlo,Adventure,"July 1, 2011 (United States)",5.8,Selena Gomez,Hungary,20000000,39782683,Will Smith,Cate Blanchett
The Rite,Drama,"January 28, 2011 (United States)",6.0,Colin O'Donoghue,United States,37000000,96560591,Charlize Theron,Sandra Bullock
New Year's Eve,Comedy,"December 9, 2011 (United States)",5.7,Sarah Jessica Parker,United States,56000000,142044638,Will Smith,Sandra Bullock
Sound of My Voice,Drama,"August 3, 2012 (United Kingdom)",6.6,Christopher Denham,United States,135000,424088,Nicole Kidman,Octavia Spencer
W.E.,Drama,"January 20, 2012 (United Kingdom)",6.3,Abbie Cornish,United Kingdom,15000000,2042203,Daniel Day-Lewis,Javier Bardem
Extremely Loud & Incredibly Close,Adventure,"January 20, 2012 (United States)",6.9,Thomas Horn,United States,40000000,55247881,Amy Adams,Michael Fassbender
Alvin and the Chipmunks: Chipwrecked,Animation,"December 16, 2011 (United States)",4.3,Justin Long,United States,75000000,342695435,Ryan Gosling,Sandra Bullock
Our Idiot Brother,Comedy,"August 26, 2011 (United States)",6.4,Paul Rudd,United States,5000000,25804448,Matt Damon,Chris Evans
Sanctum,Action,"February 4, 2011 (United States)",5.9,Rhys Wakefield,United States,30000000,108609310,George Clooney,Octavia Spencer
The Big Year,Comedy,"October 14, 2011 (United States)",6.2,Owen Wilson,United States,41000000,8179416,Angelina Jolie,Johnny Depp
Straw Dogs,Action,"September 16, 2011 (United States)",5.8,James Marsden,United States,25000000,11168712,Sandra Bullock,Daniel Day-Lewis
Red State,Action,"September 30, 2011 (United Kingdom)",6.2,Michael Parks,United States,4000000,1874460,George Clooney,Jennifer Lawrence
Trespass,Crime,"October 21, 2011 (Bulgaria)",5.3,Nicolas Cage,United States,35000000,10117966,Jennifer Aniston,Jennifer Aniston
Machine Gun Preacher,Action,"November 2, 2011 (United Kingdom)",6.8,Gerard Butler,United States,30000000,3338690,Scarlett Johansson,Amy Adams
From Up on Poppy Hill,Animation,"July 16, 2011 (Japan)",7.4,Sarah Bolger,Japan,22000000,61487846,Johnny Depp,Scarlett Johansson
30 Minutes or Less,Action,"August 12, 2011 (United States)",6.1,Jesse Eisenberg,United States,28000000,40662632,Cate Blanchett,Jennifer Lawrence
The Iron Lady,Biography,"January 13, 2012 (United States)",6.4,Meryl Streep,United Kingdom,13000000,115890699,Lupita Nyong'o,Morgan Freeman
Your Sister's Sister,Comedy,"June 29, 2012 (United Kingdom)",6.7,Mark Duplass,United States,125000,3242802,Chris Evans,Sandra Bullock
Mr. Popper's Penguins,Comedy,"June 17, 2011 (United States)",6.0,Jim Carrey,United States,55000000,187361754,Charlize Theron,Hugh Jackman
Courageous,Drama,"September 30, 2011 (United States)",7.0,Alex Kendrick,United States,2000000,35185884,Mark Ruffalo,Jake Gyllenhaal
Jin ling shi san chai,Drama,"December 16, 2011 (China)",7.6,Christian Bale,China,94000000,2855644,Tilda Swinton,Emma Stone
Apollo 18,Horror,"September 2, 2011 (United States)",5.2,Warren Christie,United States,5000000,26236153,Jake Gyllenhaal,Meryl Streep
Anonymous,Drama,"October 28, 2011 (United Kingdom)",6.9,Rhys Ifans,United Kingdom,30000000,15395087,Charlize Theron,Daniel Day-Lewis
Hop,Animation,"April 1, 2011 (United States)",5.4,Russell Brand,United States,63000000,183954145,Will Smith,Helen Mirren
Atlas Shrugged: Part I,Drama,"April 15, 2011 (United States)",5.6,Taylor Schilling,United States,20000000,4627375,Meryl Streep,Reese Witherspoon
Happy Feet Two,Animation,"November 18, 2011 (United States)",5.9,Elijah Wood,Australia,135000000,159197038,Helen Mirren,Idris Elba
